col_1,col_2,col_3,col_4
,,유아라,(살짝 미소 지으며) 물론이죠. 들어주시면 감사하죠. (노래를 시작하며) 이 곡은 제가 사랑하는 사람을 생각하며 쓴 곡이에요.
,,,"(유아라는 아름다운 목소리로 노래를 부르기 시작하고, 주인공은 그 노래에 감동한다.)"
,,주인공,(박수치며) 정말 아름다운 목소리예요. 아라 씨의 감정이 잘 느껴져요.
,,유아라,"(감사한 마음으로) 고마워요, 주인공 씨. 주인공 씨가 그렇게 말해주니 자신감이 생기네요. 무대에서도 잘할 수 있을 것 같아요."
,,주인공,(따뜻하게) 아라 씨는 정말 잘하고 있어요. 앞으로도 계속 응원할게요. 공연이 정말 기대돼요.
,,유아라,"(조용히) 네, 주인공 씨의 응원이 큰 힘이 돼요. 저도 주인공 씨를 응원할게요. 우리 서로 힘내요."
,,주인공,"(미소 지으며) 네, 우리 함께 열심히 해요. 그럼 저는 다음 연습을 준비하러 가볼게요. 아라 씨도 화이팅!"
,,유아라,"(부드럽게) 네, 감사합니다. 주인공 씨도 화이팅!"
[17:0723:010],,,
,e009,주인공,"(밝게) 안녕하세요, 아라 씨! 팬 이벤트 잘 진행되고 있나요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 팬들과 함께 재미있는 시간을 보내고 있어요. 이렇게 가까이서 소통할 수 있어서 정말 좋아요."
,,주인공,(호기심 가득) 팬들이 정말 좋아할 것 같아요. 어떤 이벤트를 진행하고 있나요?
,,유아라,(부드럽게) 팬들과 함께하는 게임과 질문 시간을 마련했어요. 그리고 작은 선물도 준비했어요.
,,팬1,"(활발하게) 아라 씨, 이번에 작곡하신 곡 정말 감동적이었어요! 언제쯤 다음 곡을 들을 수 있을까요?"
,,유아라,(미소 지으며) 감사합니다. 열심히 작업 중이니까 곧 좋은 곡으로 찾아뵐게요. 기대해주세요.
,,팬2,"(호기심 가득) 아라 씨, 연습실에서 가장 좋아하는 순간은 언제인가요?"
,,유아라,(생각하며) 저는 모두가 함께 연습할 때가 가장 좋아요. 서로 응원하고 도와주는 그 순간들이 정말 소중해요.
,,주인공,(따뜻하게) 아라 씨의 팬들은 정말 따뜻하네요. 저도 팬미팅에 함께해서 기뻐요.
,,유아라,(감사한 마음으로) 주인공 씨가 함께해주셔서 저도 기뻐요. 팬들도 주인공 씨를 만나서 반가워할 거예요.
,,팬3,"(활기차게) 주인공 씨, 안녕하세요! 아라 씨와 함께 작업하시면서 어떤 점이 가장 좋았나요?"
,,주인공,"(미소 지으며) 아라 씨는 항상 열심히 하고, 그 열정이 정말 멋져요. 함께 작업하면서 많은 것을 배우고 있어요."
,,유아라,(조용히) 주인공 씨와 함께 작업해서 저도 많이 배웠어요. 주인공 씨는 정말 좋은 파트너예요.
,,주인공,"(따뜻하게) 감사해요, 아라 씨. 우리 앞으로도 함께 좋은 음악을 만들어가요."
,,팬1,(활발하게) 두 분의 음악 정말 기대할게요! 항상 응원할게요!
,,유아라,(감사한 마음으로) 정말 감사합니다. 여러분 덕분에 힘이 나요. 앞으로도 열심히 할게요.
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[18:0724:006],,,
,e010,주인공,"(밝게) 안녕하세요, 아라 씨! 팬들과 대화 중이시네요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 팬들과 함께 이야기 나누고 있어요. 이렇게 가까이에서 소통할 수 있어서 정말 좋아요."
,,주인공,(호기심 가득) 팬들이 정말 좋아할 것 같아요. 어떤 이야기들을 나누고 있나요?
,,팬1,"(활발하게) 아라 씨, 이번에 가장 감명 깊었던 연습은 어떤 거였나요?"
,,유아라,(생각하며) 저는 무대 공포증을 극복하기 위해 노력했던 연습이 가장 기억에 남아요. 그 과정을 통해 많은 것을 배웠거든요.
,,팬2,"(호기심 가득) 아라 씨, 작곡할 때 가장 영감을 많이 받는 순간은 언제인가요?"
,,유아라,(부드럽게) 저는 조용한 곳에서 혼자 있을 때 많은 영감을 받아요. 그 순간들이 제게는 소중한 시간이죠.
,,주인공,"(미소 지으며) 아라 씨, 팬들이 정말 많이 사랑해 주시는 것 같아요. 함께 이야기 나누는 시간이 정말 소중해 보이네요."
,,유아라,"(감사한 마음으로) 맞아요, 주인공 씨. 팬들과 함께하는 시간이 저에게도 큰 힘이 돼요."
,,팬3,"(활기차게) 주인공 씨, 안녕하세요! 아라 씨와 함께 작업하면서 가장 인상 깊었던 순간은 언제인가요?"
,,주인공,(생각하며) 저는 아라 씨가 무대 공포증을 극복하기 위해 연습했던 모습이 가장 인상 깊었어요. 정말 많은 노력을 하셨거든요.
,,유아라,(조용히) 주인공 씨가 항상 응원해 주셔서 큰 힘이 됐어요. 그 덕분에 무대에서도 자신감을 가질 수 있었어요.
,,주인공,"(따뜻하게) 감사해요, 아라 씨. 저도 아라 씨의 열정을 보면서 많이 배웠어요. 앞으로도 함께 열심히 해요."
,,팬1,(활발하게) 두 분의 우정이 정말 멋져요! 앞으로도 좋은 모습 기대할게요!
,,유아라,(감사한 마음으로) 정말 감사합니다. 여러분 덕분에 힘이 나요. 앞으로도 열심히 할게요.
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[19:0727:001],,,
,e001,주인공,"(밝게) 안녕하세요, 아라 씨! 오늘도 음악 연습 중이시네요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 오늘도 피아노 연습을 하고 있어요. 더 나은 연주를 위해 노력 중이에요."
,,주인공,(호기심 가득) 그렇군요. 어떤 곡을 연습 중인가요?
,,유아라,(부드럽게) 제가 작곡한 곡이에요. 감정을 잘 표현하려고 노력 중이에요.
,,주인공,(감탄하며) 정말 기대되네요. 아라 씨의 연주는 항상 감동적이에요. 한 번 들어봐도 될까요?
,,유아라,(살짝 미소 지으며) 물론이죠. 들어주시면 감사하죠. (연주를 시작하며) 이 곡은 제가 최근에 작곡한 곡이에요.
,,,"(유아라는 아름다운 피아노 연주를 시작하고, 주인공은 그 연주에 감동한다.)"
,,주인공,(박수치며) 정말 아름다운 연주예요. 아라 씨의 감정이 잘 느껴져요.
,,유아라,"(감사한 마음으로) 고마워요, 주인공 씨. 주인공 씨가 그렇게 말해주니 자신감이 생기네요. 더 좋은 연주를 보여드리고 싶어요."
,,주인공,(따뜻하게) 아라 씨는 정말 잘하고 있어요. 앞으로도 계속 응원할게요. 연주가 정말 기대돼요.
,,유아라,"(조용히) 네, 주인공 씨의 응원이 큰 힘이 돼요. 저도 주인공 씨를 응원할게요. 우리 서로 힘내요."
,,주인공,"(미소 지으며) 네, 우리 함께 열심히 해요. 그럼 저는 다음 연습을 준비하러 가볼게요. 아라 씨도 화이팅!"
,,유아라,"(부드럽게) 네, 감사합니다. 주인공 씨도 화이팅!"
[20:0728:002],,,
,e005,주인공,"(밝게) 안녕하세요, 아라 씨! 녹음 중이세요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 오늘은 노래 녹음을 하려고 해요. 좋은 음원을 만들고 싶어서요."
,,주인공,(호기심 가득) 그렇군요. 어떤 곡을 녹음하고 있나요?
,,유아라,(부드럽게) 제가 작곡한 발라드 곡이에요. 이 곡은 제 감정을 담아낸 곡이라 더욱 정성을 다하고 싶어요.
,,주인공,"(감탄하며) 정말 기대되네요. 아라 씨가 작곡한 곡이라니, 정말 감동적일 것 같아요. 한 번 들어봐도 될까요?"
,,유아라,(살짝 미소 지으며) 물론이죠. 들어주시면 감사하죠. (노래를 시작하며) 이 곡은 제가 가장 소중하게 생각하는 곡 중 하나예요.
,,,"(유아라는 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래에 감동한다.)"
,,주인공,(박수치며) 정말 아름다운 목소리예요. 아라 씨의 감정이 잘 느껴져요.
,,유아라,"(감사한 마음으로) 고마워요, 주인공 씨. 주인공 씨가 그렇게 말해주니 자신감이 생기네요. 더 좋은 노래를 들려드리고 싶어요."
,,주인공,(따뜻하게) 아라 씨는 정말 잘하고 있어요. 앞으로도 계속 응원할게요. 녹음이 잘 되길 바랄게요.
,,유아라,"(조용히) 네, 주인공 씨의 응원이 큰 힘이 돼요. 저도 주인공 씨를 응원할게요. 우리 서로 힘내요."
,,주인공,"(미소 지으며) 네, 우리 함께 열심히 해요. 그럼 저는 다음 연습을 준비하러 가볼게요. 아라 씨도 화이팅!"
,,유아라,"(부드럽게) 네, 감사합니다. 주인공 씨도 화이팅!"
[21:0729:004],,,
,e002,주인공,"(미소 지으며) 안녕하세요, 아라 씨! 리허설 준비 중이시네요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 오늘은 무대 리허설을 하고 있어요. 공연을 앞두고 준비해야 할 게 많아요."
,,주인공,(호기심 가득) 그렇군요. 어떤 곡을 리허설 중인가요?
,,유아라,(부드럽게) 제가 작곡한 발라드 곡이에요. 무대에서 잘 표현하고 싶어서요.
,,주인공,(감탄하며) 정말 기대되네요. 아라 씨의 공연은 항상 감동적이에요. 한 번 들어봐도 될까요?
,,유아라,(살짝 미소 지으며) 물론이죠. 들어주시면 감사하죠. (노래를 시작하며) 이 곡은 제가 사랑하는 사람을 생각하며 쓴 곡이에요.
,,,"(유아라는 아름다운 목소리로 노래를 부르기 시작하고, 주인공은 그 노래에 감동한다.)"
,,주인공,(박수치며) 정말 아름다운 목소리예요. 아라 씨의 감정이 잘 느껴져요.
,,유아라,"(감사한 마음으로) 고마워요, 주인공 씨. 주인공 씨가 그렇게 말해주니 자신감이 생기네요. 무대에서도 잘할 수 있을 것 같아요."
,,주인공,(따뜻하게) 아라 씨는 정말 잘하고 있어요. 앞으로도 계속 응원할게요. 공연이 정말 기대돼요.
,,유아라,"(조용히) 네, 주인공 씨의 응원이 큰 힘이 돼요. 저도 주인공 씨를 응원할게요. 우리 서로 힘내요."
,,주인공,"(미소 지으며) 네, 우리 함께 열심히 해요. 그럼 저는 다음 연습을 준비하러 가볼게요. 아라 씨도 화이팅!"
,,유아라,"(부드럽게) 네, 감사합니다. 주인공 씨도 화이팅!"
[22:0730:010],,,
,e009,주인공,"(밝게) 안녕하세요, 아라 씨! 팬미팅 잘 진행되고 있나요?"
,,유아라,"(조용히) 안녕하세요, 주인공 씨. 네, 팬들과 함께 재미있는 시간을 보내고 있어요. 이렇게 가까이서 소통할 수 있어서 정말 좋아요."
,,주인공,(호기심 가득) 팬들이 정말 좋아할 것 같아요. 어떤 이야기들을 나누고 있나요?
,,유아라,(부드럽게) 팬들과 함께하는 게임과 질문 시간을 마련했어요. 그리고 작은 선물도 준비했어요.
,,팬1,"(활발하게) 아라 씨, 이번에 작곡하신 곡 정말 감동적이었어요! 언제쯤 다음 곡을 들을 수 있을까요?"
,,유아라,(미소 지으며) 감사합니다. 열심히 작업 중이니까 곧 좋은 곡으로 찾아뵐게요. 기대해주세요.
,,팬2,"(호기심 가득) 아라 씨, 연습실에서 가장 좋아하는 순간은 언제인가요?"
,,유아라,(생각하며) 저는 모두가 함께 연습할 때가 가장 좋아요. 서로 응원하고 도와주는 그 순간들이 정말 소중해요.
,,주인공,(따뜻하게) 아라 씨의 팬들은 정말 따뜻하네요. 저도 팬미팅에 함께해서 기뻐요.
,,유아라,(감사한 마음으로) 주인공 씨가 함께해주셔서 저도 기뻐요. 팬들도 주인공 씨를 만나서 반가워할 거예요.
,,팬3,"(활기차게) 주인공 씨, 안녕하세요! 아라 씨와 함께 작업하시면서 가장 인상 깊었던 순간은 언제인가요?"
,,주인공,(생각하며) 저는 아라 씨가 무대 공포증을 극복하기 위해 연습했던 모습이 가장 인상 깊었어요. 정말 많은 노력을 하셨거든요.
,,유아라,(조용히) 주인공 씨가 항상 응원해 주셔서 큰 힘이 됐어요. 그 덕분에 무대에서도 자신감을 가질 수 있었어요.
,,주인공,"(따뜻하게) 감사해요, 아라 씨. 저도 아라 씨의 열정을 보면서 많이 배웠어요. 앞으로도 함께 열심히 해요."
,,팬1,(활발하게) 두 분의 음악 정말 기대할게요! 항상 응원할게요!
,,유아라,(감사한 마음으로) 정말 감사합니다. 여러분 덕분에 힘이 나요. 앞으로도 열심히 할게요.
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[HAPPYEND],,,
,e011,유아라,"(눈물을 글썽이며) 주인공 씨, 정말 믿을 수가 없어. 내가 최종 선정자가 되다니... 이게 꿈은 아니겠지?"
,,주인공,"(따뜻하게) 아라 씨, 축하해요! 이건 꿈이 아니에요. 당신이 정말 열심히 노력한 결과예요."
,,유아라,(미소 지으며) 주인공 씨가 항상 옆에서 응원해줘서 힘을 낼 수 있었어요. 정말 고마워요.
,,주인공,(진심으로) 아라 씨의 노력과 재능 덕분이에요. 저는 그저 옆에서 응원했을 뿐이에요.
,,유아라,(살짝 웃으며) 그래도 주인공 씨의 응원이 없었다면 여기까지 올 수 없었을 거예요. 정말 고마워요.
,,주인공,(부드럽게) 아라 씨가 이룬 건 정말 대단해요. 이제 앞으로 더 많은 사람들이 아라 씨를 사랑하게 될 거예요.
,,유아라,(설레는 마음으로) 앞으로 더 많은 무대에서 팬들과 만날 생각에 벌써부터 가슴이 두근거려요.
,,주인공,(따뜻하게) 아라 씨의 무대는 언제나 감동적이에요. 팬들도 그 감동을 느낄 거예요.
,,유아라,"(조용히) 주인공 씨, 정말 고마워요. 이제는 제가 주인공 씨에게 힘이 되고 싶어요."
,,주인공,(놀라며) 아라 씨가 나에게?
,,유아라,"(미소 지으며) 네, 주인공 씨가 힘들 때 제가 옆에서 응원해주고 싶어요. 지금까지 받은 만큼 돌려주고 싶어요."
,,주인공,"(감동하며) 아라 씨, 정말 고마워요. 당신의 마음이 정말 따뜻해요."
,,유아라,"(살짝 붉어진 얼굴로) 주인공 씨, 이제 우리 둘이 함께 더 많은 꿈을 이루어가요. 같이 있으면 뭐든지 할 수 있을 것 같아요."
,,주인공,"(미소 지으며) 맞아요, 아라 씨와 함께라면 뭐든지 가능할 것 같아요. 앞으로도 서로 응원하며 함께해요."
,,유아라,"(결심한 듯이) 주인공 씨, 앞으로도 많이 의지할게요. 그리고 언제나 옆에 있어줘요."
,,주인공,"(따뜻하게) 물론이에요, 아라 씨. 언제나 옆에서 응원할게요."
,,유아라,(미소 지으며) 정말 고마워요. 이제 무대 위에서 더 멋진 모습 보여줄게요.
,,주인공,"(응원하며) 기대할게요, 아라 씨. 당신의 모든 무대가 빛날 거예요."
,,유아라,(활기차게) 주인공 씨도 같이 무대 위에서 즐겨요. 당신의 응원 덕분에 더 힘낼 수 있을 거예요.
,,주인공,"(긍정적으로) 그럼요, 아라 씨의 무대를 항상 응원할게요."
,,유아라,"(조용히) 주인공 씨, 앞으로도 함께 걸어가요. 우리의 이야기는 이제 시작이니까요."
,,주인공,"(따뜻하게) 그래요, 아라 씨. 우리 함께 꿈을 이루어가요."
,b000,하트비트 아이돌,Kumho Jeong Present
,,하트비트 아이돌,Programmed by nashorn74
,,하트비트 아이돌,Written scripts by ChatGPT 4o
,,하트비트 아이돌,Generated images by CalicoMix in tensor.art
,,하트비트 아이돌,Generated musics by Udio
